file_path,file_size,sheet_count,max_rows,max_cols,total_cells,non_empty_cells,numeric_cell_count,string_cell_count,formula_count,hyperlink_count,avg_cell_length,entropy_of_text,base64_pattern_count,hex_pattern_count,has_macro,remote_template_present,ocr_extracted_text_length,preview_image_text_entropy,deceptive_keywords_count_ocr,macro_line_count,macro_procedure_count,macro_chr_count,macro_string_function_count,macro_arithmetic_operator_count,macro_concatenation_count,macro_callbyname_count,macro_comment_lines,macro_average_line_length,macro_token_count,macro_count,uses_file_api,uses_network_api,uses_process_api,merged_cells_count,hidden_sheets_count,protected_sheets_count,named_ranges_count,empty_sheet_count,rich_text_formatting_count,macro_count_parentheses,macro_count_assignments,macro_max_line_length,macro_max_string_literals,macro_max_arithmetic_ops,macro_max_concat_ops,macro_vocab_size,preview_image_width,preview_image_height,label
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7227.xlsx,31305,3,739,15,3078,1766,559,1207,2,0,11.019818799547,5.750279943134614,0,0,0,1,0,0,0,1766,0,5,0,652,0,0,0,11.019818799547,2365,0,1,0,0,0,0,0,0,0,0,4,2,37,0,2,0,2365,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/0ac5d0d011d937625b0fe92a5309a6be11982a2fa344b5b0d2163d4e8f3f386d.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_8143.xlsx,259785,2,2453,8,26386,22595,7673,14922,0,0,11.08776277937597,5.743993544918336,0,0,0,1,0,0,0,22595,0,73,0,7740,0,0,0,11.08776277937597,13361,0,1,0,1,0,0,0,0,0,0,0,0,37,0,2,0,13361,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/411aa942b53ba97353d1aba199d99c503b2f72063cab0e931c8110af6812b1a9.xls,338944,3,138,135,21346,458,333,125,0,0,3.70960698689956,3.67878440192221,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.70960698689956,220,0,1,0,1,0,0,0,0,0,0,0,0,33,0,4,0,220,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1706.xlsx,369675,4,2941,12,43821,32029,10610,21419,4,0,11.10777732679759,5.740829350284235,0,0,0,1,0,0,0,32029,0,98,0,11343,0,0,0,11.10777732679759,15325,0,1,0,0,0,0,0,0,0,0,8,4,37,0,2,0,15325,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3744.xlsx,134305,2,1821,6,12524,10739,3543,7196,0,0,11.13548747555638,5.756486617599109,0,0,0,1,0,0,0,10739,0,32,0,3767,0,0,0,11.13548747555638,8900,0,1,0,1,0,0,0,0,0,0,0,0,38,0,2,0,8900,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/e04ef2ae5e3f1769121614feff785f4033bb19884377007e41da115aef1d2911.xls,338944,3,138,135,21346,458,333,125,0,0,3.7117903930131,3.67731049694575,0,0,0,0,0,0,0,458,0,0,0,6,0,0,0,3.7117903930131,220,0,1,0,1,0,0,0,0,0,0,0,0,34,0,4,0,220,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_8396.xlsx,211875,3,970,18,21524,18478,6160,12318,0,0,11.18259551899556,5.752343625524459,0,0,0,1,0,0,0,18478,0,55,0,6447,0,0,0,11.18259551899556,12084,0,1,0,1,0,0,0,0,0,0,0,0,37,0,2,0,12084,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1682.xlsx,317076,4,2703,14,31916,27528,9098,18430,0,0,11.1369151409474,5.750748726107694,0,0,0,1,0,0,0,27528,0,107,0,9813,0,0,0,11.1369151409474,14460,0,1,0,1,0,0,0,0,0,0,0,0,38,0,2,0,14460,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_3508.xlsx,236072,1,2425,10,24250,20821,6946,13875,0,0,11.11555640939436,5.741236296555622,0,0,0,1,0,0,0,20821,0,59,0,7237,0,0,0,11.11555640939436,12798,0,1,0,1,0,0,0,0,0,0,0,0,36,0,2,0,12798,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/1ffec0c8a51814ff31e8c47eca23ce4a5c72dcb65e4c1ad61f91251b50153428.xlsx,70610,5,31,20,1174,64,0,64,53,0,49.3125,5.2018308786424,1,0,0,14,0,0,0,64,0,0,0,73,190,0,0,49.3125,154,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,9,125,154,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/885ae047b80a3f916080bd8fa422c677e773a9be8747c20d5ed68f991e239d92.xlsx,101556,5,31,20,1174,64,0,64,53,0,53.0625,5.10218097704333,0,0,0,14,0,0,0,64,0,0,0,71,290,0,0,53.0625,187,0,0,0,0,0,4,0,7,1,0,121,60,1538,61,7,125,187,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/7d72b56d5655b1d1062664af0c19b7214087526f7904b8e0916a2d957b715f45.xlsx,62033,15,3003,249,1146267,1519,1205,314,0,0,4.34167215273206,3.12362675341444,0,0,0,0,0,0,0,1519,0,0,0,3,0,0,0,4.34167215273206,73,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,73,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/5c5904f2ed49690cf919879318b9c5d707cd9d321209ffbe0e14bef7f08932a4.xlsx,6460,1,29,27,783,454,381,73,0,0,4.31057268722467,4.06313917669793,0,0,0,5,0,0,0,454,0,0,0,38,0,0,0,4.31057268722467,203,0,0,0,0,2,0,0,0,0,54,0,0,32,0,2,0,203,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1816.xlsx,335811,1,1814,21,38094,31077,10347,20730,1,0,11.15442288509187,5.746956609924077,0,0,0,1,0,0,0,31077,0,116,0,10963,0,0,0,11.15442288509187,15265,0,1,0,1,0,0,0,0,0,0,2,1,40,0,2,0,15265,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5772.xlsx,685206,3,2782,19,75390,64592,21517,43075,0,0,11.15376517215754,5.750033813362612,0,0,0,1,0,0,0,64592,0,221,0,22586,0,0,0,11.15376517215754,18951,0,1,0,1,0,0,0,0,0,0,2,0,41,0,2,0,18951,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/f26212597dcbc66c2d994e4d12442d4a682d277583ebda155a25239646a36b47.xlsx,108032,4,46,20,1502,102,12,90,0,0,8.05882352941176,4.95034803186983,0,0,0,0,0,0,0,102,0,0,0,24,48,0,0,8.05882352941176,77,0,0,0,0,0,0,0,0,0,0,12,1,89,22,4,9,77,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/6ac4600cc20f9b7525aa6e775b1e89dd2f52d58e54b6c186a5468f5e449e09b0.xlsx,132608,1,114,12,1368,10,0,10,0,0,415.9,5.21956443217887,9,0,0,0,0,0,0,10,0,0,3,5,16,0,0,415.9,87,0,0,0,1,0,0,0,0,0,0,8,10,3115,18,2,14,87,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/3a34f35f5e4fffad412cc6cd381658dcf51643102ef148bb19a5cf6b8e59b283.xls,137728,1,85,10,850,10,0,10,0,0,271.0,4.66101419241719,2,0,0,0,0,0,0,10,0,0,0,8,1,0,0,271.0,36,0,0,0,1,0,0,0,0,0,0,0,0,1515,0,8,1,36,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/4555bb399441a2d984435754fd0a299a3eb8140e7af24ceac17252c00936f07a.xlsx,145408,1,118,12,1416,13,2,11,0,0,295.846153846153,5.26991310702084,9,0,0,0,0,0,0,13,0,0,0,5,16,0,0,295.846153846153,91,0,0,0,1,0,0,0,0,0,0,8,10,2765,18,2,14,91,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_9598.xlsx,116638,1,1042,11,11462,9811,3247,6564,0,0,11.28671898889002,5.741619685543516,0,0,0,1,0,0,0,9811,0,37,0,3491,0,0,0,11.28671898889002,8500,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,8500,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_8207.xlsx,87816,1,1928,4,7712,6633,2192,4441,0,0,11.253429820594,5.747828624505837,0,0,0,1,0,0,0,6633,0,22,0,2399,0,0,0,11.253429820594,6672,0,1,0,0,0,0,0,0,0,0,0,0,36,0,2,0,6672,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4242.xlsx,358386,2,2602,13,37830,32446,10779,21667,0,0,11.17678604450472,5.749392078326105,0,0,0,1,0,0,0,32446,0,99,0,11497,0,0,0,11.17678604450472,15486,0,1,0,0,0,0,0,0,0,0,0,0,40,0,2,0,15486,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/c2880873a9fa9e0988c780f624ea8f023b9fc285f7512cef3e709f2377180748.xlsx,127965,12,55,22,2453,100,13,87,0,0,5.0,4.92033232958427,0,0,0,0,0,0,0,100,0,0,0,13,36,0,0,5.0,99,0,0,0,0,0,0,0,0,0,0,7,2,89,27,5,12,99,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_8573.xlsx,112359,1,2557,4,10228,8700,2851,5849,0,0,11.20540229885057,5.751089662395114,0,0,0,1,0,0,0,8700,0,23,0,3102,0,0,0,11.20540229885057,7829,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,7829,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/89c98016abc8114dfd5bac28e4266a11f80167eaf27e518fbab7cdad013ac096.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/6c73580415937ccb12f90eba16e675e43eef3c6ecd933d4ac9eef4be432ea337.xlsx,101556,5,31,20,1174,64,0,64,53,0,53.0625,5.10218097704333,0,0,0,14,0,0,0,64,0,0,0,71,290,0,0,53.0625,187,0,0,0,0,0,4,0,7,1,0,121,60,1538,61,7,125,187,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_6437.xlsx,802473,3,2565,17,88552,75939,25361,50578,0,0,11.13480556762665,5.752311705744507,0,0,0,1,0,0,0,75939,0,240,0,26898,0,0,0,11.13480556762665,19646,0,1,0,1,0,0,0,0,0,0,2,0,42,0,2,0,19646,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1886.xlsx,182328,1,1862,10,18620,15916,5303,10613,0,0,11.05422216637346,5.744764314175812,0,0,0,1,0,0,0,15916,0,49,0,5699,0,0,0,11.05422216637346,11099,0,1,0,0,0,0,0,0,0,0,0,0,37,0,2,0,11099,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/d4cdcccbcc2a2781ad7ffa51a815f4868f73f9933253c53f8d1b9beea268ba7d.xls,338432,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_930.xlsx,508098,1,2937,19,55803,47938,15858,32080,0,0,11.16419124702741,5.745334022910375,0,0,0,1,0,0,0,47938,0,136,0,17074,0,0,0,11.16419124702741,17682,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,17682,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/c18c949725205d78d5022bc1d00114b058276d2f97e13bc1ea57cb321b703704.xlsx,104854,7,35,20,1296,67,2,65,55,0,50.776119402985,5.16650490197414,0,0,0,16,0,0,0,67,0,0,0,73,209,0,0,50.776119402985,158,0,0,0,0,0,6,0,7,2,0,129,64,1688,12,7,133,158,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/8b5d02036433e52b539ac2ebaaff20063e6e48a2e25603b6791db67a2d06847e.xls,338944,3,449,214,98304,385,279,106,0,0,3.69870129870129,3.69284662489064,0,0,0,0,0,0,0,385,0,0,0,6,0,0,0,3.69870129870129,199,0,1,0,1,0,0,0,0,0,0,0,0,30,0,4,0,199,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7431.xlsx,351348,1,2520,15,37800,32465,10930,21535,0,0,11.11689511781919,5.749156143641993,0,0,0,1,0,0,0,32465,0,96,0,11540,0,0,0,11.11689511781919,15409,0,1,0,0,0,0,0,0,0,0,0,0,38,0,2,0,15409,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7757.xlsx,840448,3,2890,21,99073,80449,26806,53643,2,0,11.15740406965904,5.748793782388912,0,0,0,1,0,0,0,80449,0,272,0,28395,0,0,0,11.15740406965904,19716,0,1,0,1,0,0,0,0,0,0,4,2,41,0,2,0,19716,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7304.xlsx,351090,3,1961,19,39745,32324,10805,21519,2,0,11.20591510951615,5.752258524667087,0,0,0,1,0,0,0,32324,0,108,0,11292,0,0,0,11.20591510951615,15498,0,1,0,1,0,0,0,0,0,0,4,2,39,0,2,0,15498,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_896.xlsx,80666,1,441,19,8379,6789,2265,4524,1,0,10.99955810870526,5.758040956467647,0,0,0,1,0,0,0,6789,0,20,0,2320,0,0,0,10.99955810870526,6690,0,0,0,1,0,0,0,0,0,0,2,1,37,0,2,0,6690,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/7bb9f86d7182b2e697d765857fe3b70e7e2046855549b9d0aff0b7755c7624d3.xlsx,141312,1,121,18,2178,14,1,13,0,0,341.5,5.273210739149,12,0,0,0,0,0,0,14,0,0,0,5,16,0,0,341.5,98,0,0,0,0,0,0,0,0,0,0,8,12,3482,18,2,14,98,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_46.xlsx,11511,1,71,8,568,479,144,335,0,0,10.89352818371608,5.682508234959401,0,0,0,1,0,0,0,479,0,1,0,187,0,0,0,10.89352818371608,732,0,0,0,0,0,0,0,0,0,0,0,0,30,0,2,0,732,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/b326ee834d3e9c27a5712b91bf28ac789ea8f715dfd17cca0cd6d0cc5ef18c9f.xlsx,2130920,1,1,1,1,0,0,0,0,0,0.0,0.0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/d0b3ae22cbdee1e1779f996e75f543d35cfbd74d36b25f4f2e4a83784bc5ef04.xlsx,117864,1,118,256,30208,9,1,8,0,0,452.555555555555,5.24463025552079,9,0,1,9,0,0,0,9,0,0,0,5,16,0,0,452.555555555555,88,1,0,0,1,0,0,0,0,0,0,8,10,2979,18,2,14,88,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/60c78ba9148cb26d5accc178cc7f108dac3322d79770d16852ba799603bc412f.xlsx,111616,4,38,20,1272,65,3,62,0,0,9.86153846153846,4.55600582410972,0,0,0,0,0,0,0,65,0,0,0,29,83,0,0,9.86153846153846,100,0,0,0,0,0,0,0,0,0,0,4,1,105,41,6,19,100,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/45a9cfa1c9a192a9949125cd67eb0f638a8358277ba6cfa539434bd8736de5a9.xlsx,132608,1,114,12,1368,10,1,9,0,0,416.1,5.2213767811913,9,0,0,0,0,0,0,10,0,0,3,5,16,0,0,416.1,87,0,0,0,1,0,0,0,0,0,0,8,10,3115,18,2,14,87,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/8cf47266d5b05df8d96113b570935bdf164c0eb77c459f7a33d0c565574ad3b1.xlsx,105965,7,37,20,1383,69,2,67,57,0,53.6666666666666,5.20144058365781,0,0,0,16,0,0,0,69,0,0,0,69,213,0,0,53.6666666666666,165,0,0,0,0,0,6,0,7,1,0,135,67,1897,12,6,138,165,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7864.xlsx,32160,1,795,3,2385,2013,718,1295,0,0,11.0019870839543,5.747117526859742,0,0,0,1,0,0,0,2013,0,8,0,626,0,0,0,11.0019870839543,2719,0,0,0,0,0,0,0,0,0,0,0,0,37,0,2,0,2719,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/5aa9d6d11814a988d435c30ac41e4089924e92f19c881fc9740cb66e15b28b4d.xlsx,70594,5,31,20,1174,64,0,64,53,0,48.640625,5.1735553632946,0,0,0,14,0,0,0,64,0,0,0,71,190,0,0,48.640625,157,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,7,125,157,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_1445.xlsx,93693,2,1249,5,8213,7066,2375,4691,0,0,11.16062836116615,5.742551227430561,0,0,0,1,0,0,0,7066,0,27,0,2473,0,0,0,11.16062836116615,6886,0,1,0,0,0,0,0,0,0,0,0,0,36,0,2,0,6886,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_586.xlsx,237710,3,1104,16,24348,20771,6936,13835,0,0,11.1480910885369,5.745486430862175,0,0,0,1,0,0,0,20771,0,77,0,7194,0,0,0,11.1480910885369,12807,0,1,0,1,0,0,0,0,0,0,0,0,37,0,2,0,12807,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_9023.xlsx,373291,4,1726,14,39438,33824,11246,22578,0,0,11.14037369914853,5.748850386694391,0,0,0,1,0,0,0,33824,0,116,0,12089,0,0,0,11.14037369914853,15719,0,1,0,1,0,0,0,0,0,0,0,0,43,0,2,0,15719,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/00202d063aafd6e4a01a437f97c5d8d2871d4c21973cbd99f74499d403955eca.xlsx,732672,10,249,49,85567,16348,4682,11666,0,0,7.82315879618301,5.47274494351464,0,0,0,0,0,0,0,16376,0,0,0,914,275,0,0,7.80807278944797,958,0,0,0,0,0,0,0,0,0,0,140,0,103,0,3,1,958,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7594.xlsx,805327,3,2813,20,89795,76988,25751,51237,0,0,11.110419805684,5.746399057431167,0,0,0,1,0,0,0,76988,0,244,0,27053,0,0,0,11.110419805684,19658,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,19658,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/2b0abff08af52e35a89d2e28774b8aac7e2bcd4aedb1284ccbfc4b9359b8a028.xlsx,132612,1,114,12,1368,10,1,9,0,0,416.1,5.2214943411423,9,0,0,0,0,0,0,10,0,0,3,5,16,0,0,416.1,87,0,0,0,1,0,0,0,0,0,0,8,10,3115,18,2,14,87,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/99d56c6f84e13f71c079981f9932cf19748b0e24b05d2c3e43702af709f28b0c.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/a26fa4d2169a2076e5498feab397ac190dd3fdedf0d89802afecf8e1d833b342.xlsx,754564,1,48,6,288,62,20,42,7,0,11.0806451612903,6.76643902841329,0,0,0,10,0,0,0,64,0,0,0,28,0,0,0,10.703125,95,0,0,0,0,9,0,0,0,0,14,14,7,86,0,3,0,95,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_5052.xlsx,54284,1,605,8,4840,4138,1353,2785,0,0,11.11768970517158,5.753861751213402,0,0,0,1,0,0,0,4138,0,14,0,1487,0,0,0,11.11768970517158,4680,0,1,0,1,0,0,0,0,0,0,0,0,32,0,2,0,4680,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/7958d2872859f5bb9f2f0430da2181a31e316d8cd6fd71a5010ef7ee35e8e7be.xlsx,104854,7,35,20,1296,67,2,65,55,0,50.776119402985,5.16650490197414,0,0,0,16,0,0,0,67,0,0,0,73,209,0,0,50.776119402985,158,0,0,0,0,0,6,0,7,2,0,129,64,1688,12,7,133,158,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/1f1bf58d07b84d0981d6226e8a9cce01526f37b1ca8472f66398b2fa370c8e72.xlsx,7824,3,1,1,3,0,0,0,0,0,0.0,0.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_7424.xlsx,285539,1,1900,16,30400,26097,8605,17492,0,0,11.13541786412231,5.745380794407005,0,0,0,1,0,0,0,26097,0,95,0,9289,0,0,0,11.13541786412231,14159,0,1,0,1,0,0,0,0,0,0,0,0,39,0,2,0,14159,0,0,0
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_4402.xlsx,280795,3,2004,15,28544,24439,8175,16264,0,0,11.1421089242604,5.749521622517128,0,0,0,1,0,0,0,24439,0,79,0,8543,0,0,0,11.1421089242604,13829,0,1,0,1,0,0,0,0,0,0,0,0,40,0,2,0,13829,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/43991fd2e81e68346e4d93a18d6584b21264f4d4118671c5fe9a111a9693bdc8.xlsx,770154,3,1,1,3,0,0,0,0,0,0.0,0.0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/UNB/Mastercard project/Dataset/Excel_Benign_Done/BenignGenerated/Generated_benign_excels_10000/benign_sample_2880.xlsx,419336,1,2542,19,48298,39282,13194,26088,1,0,11.08339697571407,5.744598727850591,0,0,0,1,0,0,0,39282,0,130,0,13816,0,0,0,11.08339697571407,16573,0,1,0,1,0,0,0,0,0,0,2,1,37,0,2,0,16573,0,0,0
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/c4965542fd9e7ee2664a2ce32a6778e975773a7fcb3df1e2a0039b1ec1407605.xls,338944,3,133,54,9400,384,279,105,0,0,3.63020833333333,3.63193677438628,0,0,0,0,0,0,0,384,0,0,0,2,0,0,0,3.63020833333333,193,0,1,0,1,0,0,0,0,0,0,0,0,13,0,1,0,193,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/afbf8da179cc659132c69e2c8d70d471ead1a98846faf95986a86eafe6da9947.xlsx,105427,7,37,20,1383,69,2,67,57,0,54.4782608695652,5.23146204794179,0,0,0,16,0,0,0,69,0,0,0,69,219,0,0,54.4782608695652,169,0,0,0,0,0,6,0,7,1,0,137,68,1907,12,6,138,169,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/c10edf0a1d7d42938cb06b3a5fe8943918bca5f8597f20493d4c41988383f89f.xlsx,102383,5,31,20,1174,64,0,64,53,0,47.9375,5.14117217816086,0,0,0,14,0,0,0,64,0,0,0,71,190,0,0,47.9375,152,0,0,0,0,0,4,0,7,1,0,121,60,1538,12,7,125,152,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/07a61eb2192f7729b1468771d4842d995c895109e1501928923c427643b1b9ec.xlsx,383311,3,1,1,3,0,0,0,0,0,0.0,0.0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1
/content/drive/MyDrive/MasterCard/Nazgol /Malicious_Excel_Filtered_WithMoreExtension/c176c2b0336ea70c0d875f5c79d00771d59891560283364a81b2ede495cde62f.xlsx,123904,1,106,17,1802,12,1,11,0,0,376.75,5.33692211662074,12,0,0,0,0,0,0,12,0,0,0,5,16,0,0,376.75,91,0,0,0,1,0,0,0,0,0,0,8,12,3098,18,2,14,91,0,0,1
